,clase,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT_x,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_3_BIMESTRE,PA3_3_TRIMESTRE,PA3_3_CUATRIMESTRE,PA3_3_SEMESTRE,PA3_3_ANIO,PA3_5,PA3_7_1,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_5_BIMESTRE,PB3_5_TRIMESTRE,PB3_5_CUATRIMESTRE,PB3_5_SEMESTRE,PB3_5_ANIO,PB3_6,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,FILTRO_C,PC3_1,PC3_3_1,PC3_3_2,PC3_4,PC3_5,PC3_7,PC3_8,FILTRO_D,PD3_1,PD3_2,PD3_3,ESC,PC3_2
425,1.0,4,1,3,1,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5,2,29,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,2.0,18.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
443,1.0,3,2,1,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,31,1,28,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,19.0,2.0,0.0,1.0,1.0,40.0,2.0,3.0,0.0
444,1.0,4,3,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,12,1,18,1,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,8.0,4.0,0.0
446,1.0,6,4,2,1,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4,1,25,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,24.0,9.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0
448,1.0,6,4,2,1,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4,1,27,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,24.0,1.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0
453,1.0,6,5,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,11,1,20,10,1.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,5.0,5.0,0.0
461,1.0,6,4,2,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,27,1,18,10,1.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,2.0,4.0,0.0
471,1.0,3,1,2,1,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,32,1,24,10,1.0,1.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0
477,1.0,5,2,3,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,24,1,17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,2.0,0.0,1.0,1.0,48.0,2.0,3.0,0.0
486,1.0,5,3,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,1,22,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,18.0,2.0,0.0,1.0,1.0,48.0,3.0,4.0,0.0
487,1.0,5,3,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,1,24,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,21.0,9.0,0.0,1.0,1.0,48.0,3.0,5.0,0.0
499,1.0,4,2,2,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,27,2,18,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,2.0,0.0,1.0,1.0,15.0,8.0,3.0,0.0
509,1.0,5,3,2,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,27,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,20.0,2.0,0.0,1.0,1.0,50.0,5.0,4.0,0.0
515,1.0,1,1,0,1,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,27,1,22,10,1.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0
545,1.0,4,2,2,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,32,2,17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,16.0,1.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
548,1.0,4,3,1,1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6,1,24,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,19.0,2.0,0.0,1.0,1.0,55.0,2.0,4.0,0.0
572,1.0,5,2,3,1,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2,2,17,1,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
577,1.0,7,4,3,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,26,1,19,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,17.0,2.0,0.0,1.0,1.0,48.0,3.0,4.0,0.0
583,1.0,3,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,23,2,28,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,16.0,2.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0
594,1.0,5,2,3,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,30,1,16,2,1.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,8.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
600,1.0,5,2,3,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,21,1,23,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,19.0,2.0,0.0,1.0,1.0,48.0,8.0,4.0,0.0
603,1.0,4,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17,1,16,7,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0
606,1.0,5,3,2,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,31,1,24,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,18.0,2.0,0.0,1.0,1.0,40.0,3.0,4.0,0.0
611,1.0,4,2,2,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18,2,17,1,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
624,1.0,4,3,1,1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,18,1,27,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,2.0,0.0,1.0,1.0,60.0,3.0,3.0,0.0
628,1.0,5,4,1,1,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,32,1,18,2,1.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,42.0,8.0,4.0,0.0
638,1.0,5,1,4,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,16,2,14,4,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0
644,1.0,3,2,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1,20,7,1.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0
646,1.0,4,2,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24,1,23,1,1.0,1.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0
653,1.0,7,5,2,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28,1,17,6,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,0.0
664,1.0,6,3,3,1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,29,1,18,2,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,0.0,0.0,4.0,0.0
669,1.0,8,5,3,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,11,1,23,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,18.0,2.0,0.0,1.0,1.0,24.0,8.0,4.0,0.0
671,1.0,8,5,3,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,11,1,21,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,18.0,2.0,0.0,1.0,1.0,24.0,8.0,4.0,0.0
683,1.0,7,2,5,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,21,1,24,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,2.0,0.0,1.0,1.0,60.0,3.0,3.0,0.0
686,1.0,7,2,5,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,21,2,18,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,2.0,0.0,1.0,1.0,45.0,3.0,3.0,0.0
