FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
386,3,2,1,1,1,1,1,2,1,1,,4,2,2,31
387,1,1,0,2,,,,,,,,,,,1
388,3,2,1,1,2,1,1,2,1,1,,2,2,2,27
389,3,1,2,2,,,,,,,,,,,21
390,2,1,1,2,,,,,,,,,,,20
391,6,4,2,1,2,2,1,2,1,2,1,2,2,2,27
392,3,1,2,2,,,,,,,,,,,6
393,7,3,4,2,,,,,,,,,,,29
394,4,2,2,1,1,1,1,2,1,1,,1,1,1,28
395,3,2,1,2,,,,,,,,,,,2
396,2,1,1,2,,,,,,,,,,,3
397,4,2,2,2,,,,,,,,,,,22
398,5,3,2,1,2,1,1,2,1,1,,1,1,1,12
399,4,2,2,1,2,1,1,2,1,1,,2,1,3,22
400,3,2,1,2,,,,,,,,,,,23
401,4,1,3,2,,,,,,,,,,,27
402,3,1,2,1,1,1,2,2,1,2,1,3,1,4,32
403,1,0,1,2,,,,,,,,,,,3
404,4,2,2,1,2,1,1,1,1,1,,2,2,1,25
405,3,1,2,1,2,2,1,2,1,1,,1,2,2,29
406,2,1,1,1,2,1,1,2,1,1,,1,1,2,17
407,12,4,8,2,,,,,,,,,,,20
408,1,1,0,2,,,,,,,,,,,6
409,5,2,3,1,2,2,1,2,1,2,1,2,2,2,24
410,4,1,3,2,,,,,,,,,,,6
411,4,1,3,1,2,1,1,2,1,1,,1,1,1,14
412,6,2,4,1,1,2,2,2,1,1,,2,1,1,3
413,3,1,2,1,2,2,2,2,1,2,1,1,1,1,18
414,5,3,2,1,2,1,1,2,1,1,,1,1,1,4
415,6,2,4,1,2,1,2,2,1,1,,2,1,3,32
416,7,6,1,1,2,2,2,2,1,2,1,1,2,1,23
417,4,1,3,1,2,1,1,2,1,1,,3,3,2,8
418,2,1,1,2,,,,,,,,,,,15
419,4,1,3,1,1,1,1,1,1,1,,1,1,2,2
420,3,1,2,1,2,1,1,2,1,1,,1,1,2,8
421,2,1,1,2,,,,,,,,,,,10
422,3,2,1,1,2,1,1,2,1,1,,1,1,1,8
423,4,0,4,2,,,,,,,,,,,7
424,1,1,0,2,,,,,,,,,,,17
425,4,2,2,2,,,,,,,,,,,7
426,4,2,2,1,2,2,1,2,1,2,1,1,2,1,27
427,3,1,2,1,2,1,1,1,1,1,,1,1,3,3
428,4,2,2,1,1,1,1,1,1,1,,1,1,1,24
429,5,3,2,1,2,1,1,1,1,1,,1,1,1,20
430,3,1,2,2,,,,,,,,,,,30
431,3,2,1,2,,,,,,,,,,,24
432,5,2,3,1,1,1,1,1,1,1,,1,1,1,24
433,5,3,2,1,2,2,1,1,1,1,,1,1,1,9
434,5,3,2,1,1,1,1,2,1,1,,2,2,2,18
435,3,2,1,2,,,,,,,,,,,12
436,4,3,1,1,2,1,1,1,1,1,,1,2,3,6
437,4,3,1,1,2,1,1,2,1,1,,1,1,1,16
438,1,1,0,1,2,1,1,2,1,1,,3,1,1,27
439,1,0,1,2,,,,,,,,,,,10
440,1,0,1,2,,,,,,,,,,,20
441,5,1,4,1,2,2,2,2,1,2,1,2,2,3,8
442,4,2,2,1,2,2,1,1,1,1,,1,1,2,30
443,1,1,0,1,2,1,1,2,1,1,,1,2,3,4
444,2,0,2,2,,,,,,,,,,,13
445,2,1,1,1,2,1,2,2,1,1,,1,1,3,6
446,5,1,4,1,2,1,1,2,1,1,,1,1,2,18
447,4,3,1,1,2,2,1,2,1,2,1,3,3,2,9
448,4,3,1,1,2,2,2,2,1,2,1,1,1,1,29
449,2,0,2,1,2,2,1,2,1,2,1,1,2,2,18
450,4,1,3,1,2,1,1,1,1,1,,1,2,1,16
451,6,3,3,2,,,,,,,,,,,20
452,4,2,2,1,2,1,1,2,1,1,,1,1,1,27
453,1,1,0,2,,,,,,,,,,,4
454,3,1,2,1,2,1,1,2,1,1,,2,2,2,16
455,5,2,3,1,2,1,1,2,1,1,,3,2,1,5
456,6,3,3,1,2,2,1,1,1,1,,1,1,1,27
457,3,2,1,2,,,,,,,,,,,10
458,3,1,2,2,,,,,,,,,,,4
459,3,2,1,1,2,1,1,2,1,1,,1,1,2,9
460,5,2,3,1,1,1,1,1,1,1,,1,1,1,30
461,4,2,2,1,1,1,1,1,2,1,,1,1,3,32
462,4,3,1,1,2,1,1,2,1,1,,2,1,1,6
463,5,3,2,1,2,1,1,2,1,1,,2,1,2,20
464,5,3,2,1,2,1,1,2,1,1,,1,1,1,15
465,2,1,1,2,,,,,,,,,,,15
466,4,2,2,2,,,,,,,,,,,32
467,3,2,1,2,,,,,,,,,,,4
468,2,1,1,2,,,,,,,,,,,17
469,4,0,4,1,1,1,1,1,1,1,,1,1,1,20
470,4,2,2,1,2,2,1,2,1,2,1,1,2,2,32
471,3,2,1,1,2,1,1,2,1,1,,1,1,3,29
472,9,2,7,1,2,2,2,2,2,2,1,1,1,1,12
473,1,0,1,2,,,,,,,,,,,16
474,2,1,1,2,,,,,,,,,,,22
475,5,1,4,1,1,1,1,2,1,1,,1,1,1,5
476,5,3,2,1,1,1,1,2,1,1,,1,1,2,29
477,5,2,3,1,2,2,1,2,2,1,,1,1,1,2
478,1,1,0,2,,,,,,,,,,,12
479,4,3,1,1,1,2,1,2,1,1,,1,1,3,31
480,4,1,3,2,,,,,,,,,,,14
481,3,2,1,1,2,2,1,2,1,2,1,2,2,2,14
482,1,1,0,2,,,,,,,,,,,7
483,7,4,3,1,1,2,1,2,1,1,,2,3,2,26
484,2,0,2,2,,,,,,,,,,,21
485,4,2,2,1,2,1,1,2,1,1,,1,1,2,21
486,3,1,2,1,2,1,1,2,1,1,,1,2,3,23
487,3,1,2,1,2,1,1,1,1,1,,1,1,1,16
488,2,2,0,1,2,1,1,1,1,1,,1,1,2,6
489,1,1,0,2,,,,,,,,,,,26
490,3,1,2,2,,,,,,,,,,,16
491,2,1,1,1,2,1,1,2,1,1,,1,2,1,11
492,6,4,2,2,,,,,,,,,,,9
493,4,3,1,1,1,1,1,2,1,1,,2,3,2,26
494,3,0,3,1,2,2,1,2,1,2,1,2,2,2,8
495,2,1,1,2,,,,,,,,,,,32
496,4,2,2,1,2,2,1,2,1,1,,2,3,1,26
497,5,2,3,1,1,1,1,2,1,1,,2,1,2,30
498,5,3,2,1,1,1,1,1,1,1,,2,1,1,11
499,2,1,1,2,,,,,,,,,,,20
500,5,2,3,1,2,1,1,1,1,1,,2,2,1,21
501,4,2,2,1,1,1,1,1,1,1,,1,1,2,17
502,5,3,2,1,2,2,1,1,1,1,,1,1,2,31
503,1,1,0,2,,,,,,,,,,,16
504,3,2,1,1,2,1,2,1,1,1,,2,1,3,12
505,4,0,4,2,,,,,,,,,,,14
506,3,2,1,1,2,2,1,2,1,2,1,1,2,2,15
507,2,1,1,2,,,,,,,,,,,24
508,4,3,1,2,,,,,,,,,,,28
509,4,2,2,1,1,1,2,2,1,1,,1,1,1,18
510,3,2,1,2,,,,,,,,,,,32
511,3,1,2,1,2,1,1,2,1,1,,1,1,1,26
512,1,1,0,2,,,,,,,,,,,22
513,6,2,4,1,1,1,1,1,1,1,,1,1,1,8
514,6,2,4,1,2,1,1,2,1,1,,2,2,3,4
515,5,3,2,1,2,2,2,2,2,2,6,2,1,2,18
516,4,3,1,1,2,2,2,2,1,2,6,1,1,1,18
517,2,1,1,2,,,,,,,,,,,24
518,4,2,2,1,1,1,1,2,1,1,,1,1,1,17
519,5,4,1,1,2,2,1,2,1,1,,1,1,1,32
520,5,3,2,1,2,2,1,2,1,1,,1,1,1,26
521,3,2,1,2,,,,,,,,,,,27
522,2,1,1,2,,,,,,,,,,,15
523,5,2,3,1,1,1,1,2,1,1,,2,2,3,21
524,1,0,1,1,2,2,1,2,1,1,,1,1,1,12
525,3,1,2,1,2,1,2,2,1,1,,2,2,2,26
526,2,2,0,2,,,,,,,,,,,6
527,5,1,4,1,2,2,2,2,1,2,6,2,1,1,16
528,1,0,1,2,,,,,,,,,,,22
529,3,1,2,1,2,2,1,2,1,2,6,1,1,2,29
530,3,2,1,1,2,2,1,1,1,1,,3,3,3,29
531,3,2,1,1,2,1,1,1,1,1,,1,2,2,1
532,1,0,1,2,,,,,,,,,,,11
533,2,1,1,2,,,,,,,,,,,1
534,4,2,2,1,1,1,1,2,1,1,,1,1,1,24
535,4,2,2,1,2,2,1,2,1,1,,1,1,3,10
536,3,1,2,2,,,,,,,,,,,11
537,1,1,0,2,,,,,,,,,,,18
538,2,1,1,2,,,,,,,,,,,8
539,5,2,3,1,2,2,1,2,1,2,1,1,1,1,12
540,3,2,1,2,,,,,,,,,,,14
541,4,2,2,1,2,2,1,2,1,1,,1,1,3,13
542,7,5,2,1,2,2,1,1,1,1,,1,1,1,28
543,2,1,1,2,,,,,,,,,,,3
544,3,1,2,1,1,2,1,2,1,1,,2,2,2,18
545,4,2,2,1,2,2,2,2,2,2,1,2,2,2,11
546,3,2,1,2,,,,,,,,,,,32
547,4,2,2,2,,,,,,,,,,,24
548,2,1,1,1,2,2,1,1,1,2,1,3,1,1,4
549,6,4,2,1,2,1,1,2,1,1,,1,1,1,29
550,6,3,3,1,2,1,2,2,1,1,,1,1,3,5
551,1,0,1,2,,,,,,,,,,,17
552,6,3,3,1,2,1,1,2,1,1,,2,1,2,29
553,8,5,3,1,2,2,1,2,1,2,1,2,2,3,11
554,5,2,3,1,2,2,1,1,1,2,1,1,2,2,16
555,3,1,2,1,1,1,1,1,1,1,,1,1,1,20
556,4,3,1,2,,,,,,,,,,,23
557,2,1,1,1,1,2,1,2,1,1,,1,1,1,29
558,4,2,2,1,2,2,1,2,1,1,,2,1,1,18
559,2,1,1,2,,,,,,,,,,,14
560,1,0,1,2,,,,,,,,,,,7
561,7,2,5,1,2,2,2,2,1,1,,1,2,2,21
562,11,5,6,1,2,2,2,2,1,2,1,1,1,1,29
563,2,1,1,2,,,,,,,,,,,4
564,5,1,4,1,2,2,2,2,1,2,1,1,1,1,29
565,1,0,1,2,,,,,,,,,,,20
566,1,0,1,2,,,,,,,,,,,13
567,5,3,2,1,2,2,2,2,1,1,,1,1,2,4
568,2,1,1,1,2,2,1,2,1,2,1,2,2,4,13
569,2,0,2,2,,,,,,,,,,,11
570,3,0,3,1,2,1,1,2,1,1,,3,3,1,24
571,5,2,3,1,2,2,1,2,1,1,,2,1,2,27
572,4,2,2,1,2,2,2,2,1,1,,2,2,2,20
573,4,2,2,1,2,1,1,2,1,1,,1,1,1,27
574,2,1,1,2,,,,,,,,,,,15
575,1,1,0,2,,,,,,,,,,,15
576,1,0,1,2,,,,,,,,,,,23
577,3,2,1,1,2,2,1,2,1,2,4,1,1,1,32
578,3,0,3,2,,,,,,,,,,,10
579,5,2,3,1,1,1,1,2,1,1,,2,2,3,1
580,2,1,1,2,,,,,,,,,,,20
581,3,1,2,1,2,1,1,2,1,1,,4,4,4,18
582,3,2,1,1,2,2,2,2,2,1,,2,2,2,21
583,4,2,2,1,2,1,1,2,1,1,,1,1,1,18
584,4,3,1,2,,,,,,,,,,,16
585,2,2,0,1,1,1,1,2,1,1,,1,1,1,8
586,2,1,1,2,,,,,,,,,,,24
587,3,1,2,1,2,1,2,2,1,1,,1,1,1,32
588,4,3,1,1,2,1,1,2,1,1,,1,1,1,24
589,3,1,2,1,2,2,2,2,1,2,6,1,1,1,21
590,4,3,1,1,2,2,2,2,1,1,,2,2,2,27
591,5,3,2,1,1,2,2,1,1,1,,2,2,2,7
592,2,1,1,1,2,2,2,2,1,1,,2,3,3,19
593,2,1,1,2,,,,,,,,,,,13
594,2,1,1,2,,,,,,,,,,,5
595,4,2,2,1,1,1,1,2,1,1,,1,1,2,31
596,1,0,1,2,,,,,,,,,,,23
597,2,1,1,2,,,,,,,,,,,23
598,2,1,1,2,,,,,,,,,,,5
599,1,0,1,2,,,,,,,,,,,6
600,4,3,1,1,2,2,1,2,1,1,,2,2,2,29
601,3,2,1,1,2,2,1,2,1,1,,1,1,1,18
602,5,3,2,1,2,1,1,2,1,1,,1,1,2,13
603,2,1,1,2,,,,,,,,,,,20
604,4,3,1,1,2,1,1,2,1,1,,1,1,2,3
605,3,2,1,1,2,2,1,1,1,1,,1,1,3,1
606,2,1,1,2,,,,,,,,,,,13
607,4,1,3,1,2,1,1,2,1,1,,1,1,1,7
608,6,3,3,1,2,2,1,2,1,1,,1,1,1,10
609,4,4,0,2,,,,,,,,,,,14
610,3,2,1,1,2,1,1,2,1,1,,1,1,4,27
611,2,1,1,2,,,,,,,,,,,32
612,3,2,1,2,,,,,,,,,,,16
613,4,2,2,1,2,2,1,2,1,2,1,2,2,2,27
614,2,1,1,2,,,,,,,,,,,15
615,5,3,2,1,2,2,1,2,2,2,1,2,3,4,7
616,2,1,1,2,,,,,,,,,,,1
617,6,2,4,1,2,2,1,1,1,1,,1,1,1,15
618,5,1,4,1,2,2,1,2,1,1,,1,1,1,18
619,6,3,3,1,2,1,1,2,1,1,,1,1,1,27
620,2,1,1,2,,,,,,,,,,,12
621,2,1,1,2,,,,,,,,,,,32
622,5,2,3,1,2,2,2,2,1,1,,1,1,2,29
623,4,1,3,1,2,2,1,2,1,2,6,2,2,2,27
624,1,1,0,2,,,,,,,,,,,29
625,2,1,1,2,,,,,,,,,,,29
626,6,0,6,2,,,,,,,,,,,17
627,2,1,1,2,,,,,,,,,,,26
628,7,1,6,1,2,2,1,2,1,1,,1,1,1,28
629,1,0,1,2,,,,,,,,,,,8
630,5,1,4,1,2,1,1,1,1,1,,1,1,1,17
631,4,1,3,1,2,2,2,2,1,1,,1,1,1,20
632,5,3,2,1,2,2,1,2,1,2,6,1,1,1,10
633,3,2,1,1,2,2,1,2,1,1,,1,1,1,5
634,4,1,3,1,1,1,1,2,1,1,,1,1,2,17
635,5,3,2,1,1,1,1,2,1,1,,1,2,1,9
636,3,2,1,1,2,2,1,2,1,2,1,1,1,1,12
637,2,1,1,2,,,,,,,,,,,21
638,1,0,1,2,,,,,,,,,,,18
639,2,1,1,2,,,,,,,,,,,12
640,2,1,1,2,,,,,,,,,,,8
641,9,5,4,1,1,1,1,1,1,1,,1,1,1,32
642,3,2,1,1,2,1,1,2,1,1,,1,2,3,5
643,5,1,4,1,2,1,1,1,1,1,,1,1,2,14
644,5,2,3,1,2,1,1,1,1,1,,1,1,1,10
645,4,1,3,1,1,1,1,2,1,1,,2,2,2,8
646,5,1,4,1,1,1,1,2,1,1,,1,1,1,32
647,13,9,4,1,2,2,1,2,1,2,1,1,1,1,11
648,5,4,1,1,2,1,1,1,1,1,,1,1,1,1
649,3,1,2,1,2,1,1,2,1,1,,1,2,1,9
650,3,2,1,1,2,2,1,2,1,1,,3,1,1,12
651,6,3,3,1,2,1,1,2,1,1,,2,2,2,32
652,4,3,1,1,2,1,1,1,1,1,,1,1,1,9
653,7,1,6,2,,,,,,,,,,,12
654,2,1,1,2,,,,,,,,,,,24
655,1,1,0,2,,,,,,,,,,,30
656,6,4,2,1,2,1,1,2,1,1,,1,1,1,22
657,4,2,2,1,2,1,2,2,1,1,,1,1,1,29
658,2,1,1,2,,,,,,,,,,,11
659,4,2,2,1,2,2,1,2,1,1,,2,2,2,20
660,4,1,3,1,2,1,1,2,1,1,,3,3,1,13
661,1,1,0,2,,,,,,,,,,,18
662,1,1,0,2,,,,,,,,,,,7
663,7,5,2,1,2,2,1,1,1,1,,1,2,1,2
664,4,2,2,1,2,2,2,2,1,2,6,1,2,3,25
665,1,0,1,2,,,,,,,,,,,25
666,2,1,1,2,,,,,,,,,,,24
667,3,2,1,2,,,,,,,,,,,28
668,6,4,2,1,2,2,1,2,1,2,1,1,1,1,30
669,1,0,1,1,2,1,2,2,1,1,,1,1,2,22
670,5,2,3,1,2,2,1,2,1,1,,3,3,3,27
671,3,1,2,1,2,1,1,1,1,1,,1,2,2,31
672,1,1,0,2,,,,,,,,,,,13
673,2,0,2,1,2,1,2,2,1,1,,1,1,1,10
674,3,2,1,1,2,2,2,2,1,1,,1,2,2,15
675,4,1,3,1,2,2,2,2,1,2,6,1,1,1,24
676,4,2,2,1,1,1,1,2,1,1,,1,1,1,19
677,2,1,1,2,,,,,,,,,,,31
678,2,0,2,2,,,,,,,,,,,3
679,2,1,1,2,,,,,,,,,,,23
680,1,1,0,2,,,,,,,,,,,22
681,2,1,1,2,,,,,,,,,,,6
682,3,2,1,1,1,1,1,1,1,1,,1,1,1,1
683,2,1,1,2,,,,,,,,,,,18
684,4,3,1,1,2,2,1,2,1,2,7,2,3,4,28
685,4,2,2,1,1,1,1,2,1,1,,4,4,9,1
686,3,1,2,1,2,2,1,2,1,1,,1,1,1,2
687,4,2,2,1,2,1,1,2,1,1,,1,1,1,30
688,4,3,1,1,2,2,1,2,1,2,5,1,1,2,8
689,3,1,2,1,1,2,2,2,1,1,,2,2,2,20
690,6,3,3,1,2,2,2,2,1,2,1,3,3,2,16
691,7,4,3,1,2,2,2,2,1,1,,1,1,1,6
692,5,3,2,1,2,2,1,2,1,2,1,1,1,1,22
693,2,0,2,2,,,,,,,,,,,28
694,5,2,3,1,2,1,1,2,1,1,,1,1,1,19
695,2,0,2,2,,,,,,,,,,,13
696,2,1,1,1,2,2,1,2,1,1,,1,1,1,17
697,2,1,1,2,,,,,,,,,,,31
698,4,2,2,1,2,1,1,1,1,1,,1,1,1,23
699,2,1,1,2,,,,,,,,,,,18
700,4,2,2,1,2,1,1,2,1,1,,1,1,1,19
701,5,3,2,1,2,2,2,2,1,2,1,2,2,3,21
702,4,2,2,1,2,1,2,2,1,1,,1,1,2,18
703,5,1,4,1,2,1,1,2,1,1,,1,1,1,18
704,2,1,1,2,,,,,,,,,,,18
705,6,2,4,1,2,1,1,2,1,1,,2,2,3,14
706,4,2,2,1,2,1,1,1,1,1,,1,2,2,18
707,2,1,1,2,,,,,,,,,,,8
708,12,4,8,1,2,2,1,2,1,1,,1,1,1,29
709,3,1,2,1,2,2,1,2,1,1,,1,1,1,20
710,4,0,4,1,2,2,2,2,1,1,,1,1,2,23
711,4,1,3,1,2,2,1,2,1,2,1,1,1,1,29
712,3,1,2,2,,,,,,,,,,,21
713,1,0,1,2,,,,,,,,,,,8
714,4,2,2,1,2,2,1,2,1,2,1,1,1,1,18
715,3,2,1,1,2,2,1,1,1,1,,1,3,1,27
716,4,1,3,1,2,1,1,1,1,1,,1,1,1,7
717,5,3,2,1,2,1,1,2,1,1,,1,1,2,7
718,1,1,0,2,,,,,,,,,,,24
719,5,2,3,1,2,2,1,2,1,1,,2,3,2,30
720,2,1,1,2,,,,,,,,,,,18
721,5,1,4,1,2,2,2,2,1,2,1,2,2,2,29
722,3,2,1,1,1,2,1,2,1,1,,1,1,1,7
723,1,1,0,2,,,,,,,,,,,2
724,1,1,0,2,,,,,,,,,,,26
725,7,3,4,1,1,2,1,2,1,1,,1,1,1,21
726,3,2,1,1,2,2,2,2,1,2,1,1,1,3,20
727,4,3,1,2,,,,,,,,,,,17
728,4,1,3,1,2,2,1,2,1,1,,1,1,3,13
729,2,1,1,2,,,,,,,,,,,13
730,4,3,1,1,2,2,1,2,1,2,1,1,1,1,18
731,2,2,0,1,1,1,1,1,1,1,,4,1,4,18
732,2,1,1,2,,,,,,,,,,,2
733,6,3,3,1,2,2,2,2,1,2,1,1,1,1,31
734,5,3,2,1,1,1,1,2,1,1,,1,3,4,2
735,2,1,1,2,,,,,,,,,,,25
736,2,1,1,2,,,,,,,,,,,19
737,3,1,2,1,2,1,1,2,1,1,,1,1,1,23
738,1,0,1,2,,,,,,,,,,,7
739,2,1,1,2,,,,,,,,,,,20
740,6,3,3,1,2,2,1,2,1,2,1,1,1,1,7
741,4,1,3,1,1,1,1,2,1,1,,1,1,1,6
742,6,3,3,1,2,2,1,2,1,1,,1,1,2,23
743,5,2,3,1,1,2,1,2,1,1,,1,1,1,10
744,6,2,4,1,2,2,1,1,1,2,1,4,2,3,5
745,4,3,1,2,,,,,,,,,,,7
746,2,0,2,2,,,,,,,,,,,29
747,6,3,3,1,2,2,2,2,1,2,1,1,1,1,12
748,2,1,1,2,,,,,,,,,,,8
749,3,2,1,1,2,2,1,2,1,2,4,1,1,1,31
750,5,2,3,1,2,1,1,1,1,1,,1,1,1,15
751,5,1,4,1,2,1,1,2,1,1,,1,1,1,4
752,3,2,1,1,2,1,1,1,1,1,,1,2,4,6
753,3,2,1,2,,,,,,,,,,,16
754,1,0,1,2,,,,,,,,,,,17
755,1,1,0,2,,,,,,,,,,,32
756,4,2,2,1,2,1,1,1,1,1,,1,1,1,28
757,5,2,3,1,2,1,1,1,1,1,,1,1,1,11
758,2,1,1,2,,,,,,,,,,,18
759,2,1,1,1,2,2,1,2,1,1,,1,2,2,19
760,4,1,3,1,1,1,1,1,1,1,,2,1,1,22
761,6,5,1,1,2,2,1,2,1,2,6,1,1,2,13
762,3,2,1,1,2,2,1,1,1,1,,1,1,1,15
763,5,3,2,1,2,1,1,2,1,1,,1,1,2,19
764,1,0,1,2,,,,,,,,,,,13
765,5,1,4,1,1,2,1,2,1,1,,1,1,2,15
766,5,3,2,1,1,1,1,1,1,1,,1,1,1,32
767,2,0,2,1,1,2,1,2,1,1,,1,1,3,22
768,4,2,2,1,2,2,2,2,1,2,2,1,1,1,25
769,3,1,2,2,,,,,,,,,,,10
770,5,2,3,1,2,1,2,2,1,1,,1,1,1,10
771,2,1,1,2,,,,,,,,,,,6
772,4,2,2,2,,,,,,,,,,,10
773,4,2,2,1,1,1,1,2,1,1,,1,1,1,15
774,4,3,1,1,2,2,1,2,1,2,1,1,2,1,27
775,5,3,2,1,2,1,1,2,1,1,,1,1,1,15
776,4,3,1,1,2,1,2,2,1,1,,1,2,1,20
777,3,2,1,1,2,2,1,1,1,2,1,1,1,1,30
778,4,2,2,1,1,1,1,1,1,1,,2,2,2,1
779,4,3,1,2,,,,,,,,,,,11
780,5,2,3,1,2,1,1,1,1,1,,1,1,1,5
781,6,3,3,1,2,1,1,2,1,2,6,4,4,4,10
782,4,1,3,1,2,2,1,2,1,2,1,3,3,3,1
783,2,1,1,2,,,,,,,,,,,26
784,2,1,1,2,,,,,,,,,,,21
785,5,3,2,1,2,2,1,2,1,2,2,1,2,2,18
786,4,1,3,1,2,1,1,2,1,1,,2,2,4,26
787,3,2,1,2,,,,,,,,,,,30
788,10,8,2,2,,,,,,,,,,,21
789,7,2,5,1,2,1,1,2,2,1,,1,1,1,17
790,2,1,1,2,,,,,,,,,,,19
791,4,1,3,1,2,2,1,1,1,2,1,1,1,2,25
792,3,2,1,1,2,1,1,2,1,1,,1,1,1,21
793,2,0,2,1,2,1,1,2,1,1,,2,2,2,18
794,4,3,1,1,2,1,2,2,1,1,,2,2,2,6
795,5,3,2,1,1,2,1,2,1,1,,1,1,2,29
796,3,2,1,1,2,2,1,2,1,2,7,1,1,2,25
797,2,0,2,1,2,2,2,2,1,2,1,1,1,1,21
798,4,2,2,1,1,1,1,1,1,1,,1,1,1,1
799,4,2,2,1,2,1,1,2,1,1,,2,3,2,23
800,4,3,1,1,2,2,1,2,1,2,2,1,1,1,10
801,3,2,1,1,2,2,2,2,1,2,2,1,1,2,24
802,2,1,1,2,,,,,,,,,,,21
803,1,0,1,2,,,,,,,,,,,9
804,5,3,2,1,1,2,1,2,1,1,,1,1,1,7
805,2,1,1,2,,,,,,,,,,,15
806,4,2,2,1,1,1,1,1,1,1,,2,2,1,20
807,5,2,3,1,2,2,1,1,1,1,,1,1,1,16
808,5,1,4,1,1,2,1,2,1,1,,1,1,1,3
809,5,3,2,1,2,2,1,2,1,2,6,2,2,1,29
810,5,2,3,1,2,2,1,2,1,1,,1,1,1,1
811,5,3,2,1,2,2,2,2,1,2,1,1,1,1,32
812,3,1,2,1,1,1,1,2,1,2,1,1,1,1,18
813,1,0,1,2,,,,,,,,,,,13
814,5,2,3,1,1,1,1,1,1,1,,1,1,1,13
815,4,2,2,1,2,2,2,2,1,2,1,1,2,2,7
816,3,2,1,1,2,2,2,2,2,2,2,3,1,1,12
817,7,3,4,1,2,2,1,2,1,2,1,1,1,1,21
818,4,3,1,1,2,1,2,2,1,1,,1,1,3,18
819,2,1,1,2,,,,,,,,,,,18
820,5,4,1,1,2,2,1,2,1,1,,1,1,1,7
821,4,2,2,2,,,,,,,,,,,3
822,5,2,3,2,,,,,,,,,,,25
823,2,1,1,2,,,,,,,,,,,7
824,1,1,0,1,2,2,2,2,1,2,2,2,1,3,20
825,3,1,2,1,2,1,1,2,1,1,,1,1,1,5
826,2,1,1,2,,,,,,,,,,,19
827,4,1,3,1,2,2,1,2,1,1,,1,3,3,29
828,8,2,6,1,2,1,1,2,1,1,,1,1,1,12
829,2,1,1,1,2,1,1,1,1,1,,1,1,1,10
830,8,3,5,1,2,1,1,1,1,1,,1,3,3,27
831,2,1,1,2,,,,,,,,,,,13
832,4,2,2,1,2,2,1,2,1,2,6,1,1,1,5
833,1,0,1,2,,,,,,,,,,,28
834,5,1,4,1,2,1,1,1,1,1,,1,1,1,27
835,2,1,1,1,1,1,1,1,1,1,,1,1,2,19
836,4,2,2,1,2,1,1,2,1,1,,1,2,1,5
837,5,3,2,1,2,2,1,1,1,1,,1,1,2,15
838,5,4,1,1,2,2,1,2,1,1,,1,1,1,5
839,2,1,1,2,,,,,,,,,,,21
840,5,3,2,1,2,2,1,2,1,2,2,1,1,1,7
841,3,2,1,2,,,,,,,,,,,15
842,5,2,3,1,1,2,1,2,1,1,,1,1,1,18
843,5,2,3,1,2,2,1,2,1,2,5,1,1,1,31
844,4,3,1,1,1,1,1,2,1,1,,1,2,2,11
845,6,3,3,1,2,2,1,2,1,1,,1,2,2,5
846,4,2,2,1,2,1,2,2,1,1,,1,1,1,3
847,4,2,2,1,2,1,1,2,1,1,,1,1,1,21
848,4,2,2,1,1,1,1,2,1,1,,1,1,1,20
849,2,1,1,1,2,2,1,2,1,1,,1,1,1,8
850,2,1,1,2,,,,,,,,,,,25
851,6,2,4,1,2,1,1,2,1,1,,1,1,2,25
852,4,2,2,1,1,1,1,2,1,2,6,1,1,1,21
853,1,1,0,2,,,,,,,,,,,26
854,2,1,1,2,,,,,,,,,,,16
855,4,3,1,1,2,2,1,2,1,2,1,1,1,1,4
856,1,1,0,2,,,,,,,,,,,23
857,1,1,0,1,2,2,2,2,2,2,1,2,3,3,10
858,6,4,2,1,2,2,1,1,1,1,,1,1,1,10
859,1,1,0,2,,,,,,,,,,,10
860,1,0,1,2,,,,,,,,,,,19
861,5,2,3,1,2,2,2,2,1,2,2,9,1,2,28
862,2,1,1,2,,,,,,,,,,,29
863,1,1,0,2,,,,,,,,,,,7
864,2,1,1,1,1,1,1,2,1,1,,1,1,1,17
865,7,4,3,2,,,,,,,,,,,28
866,4,2,2,2,,,,,,,,,,,14
867,3,2,1,2,,,,,,,,,,,32
868,2,1,1,2,,,,,,,,,,,28
869,5,2,3,1,1,1,1,1,1,1,,1,1,1,27
870,3,1,2,1,2,2,1,2,1,1,,1,1,2,8
871,1,1,0,2,,,,,,,,,,,4
872,6,2,4,1,2,2,1,1,1,1,,1,4,1,10
873,10,5,5,2,,,,,,,,,,,29
874,5,3,2,1,1,1,1,1,1,1,,1,1,1,29
875,4,1,3,1,2,1,1,2,1,1,,1,1,2,4
876,2,1,1,2,,,,,,,,,,,32
877,3,2,1,1,2,1,1,1,1,1,,1,1,1,6
878,7,3,4,1,1,2,2,2,1,1,,1,1,1,32
879,2,1,1,2,,,,,,,,,,,29
880,4,3,1,1,1,2,2,2,1,1,,1,1,2,15
881,3,2,1,1,2,1,1,1,1,1,,1,1,1,7
882,6,4,2,1,2,2,2,2,1,2,1,2,2,2,27
883,5,2,3,1,1,1,1,2,1,1,,1,1,1,32
884,2,1,1,2,,,,,,,,,,,21
