FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
74,2,1,26,10,1,1,9,2,10,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,9,1,,,1599
76,1,1,12,1,1,1,3,1,,3,2,,,2,1,2,1,1,2,2,2,1,,1,2,,3,3,,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,5,8,2,2,2,2,1,23,3,6,3,1,934
77,1,2,21,2,1,2,9,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,2,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,9,9,3,8,4,3662
78,1,1,9,1,1,2,3,1,,3,1,,,1,2,2,2,2,2,2,2,1,,2,2,,2,2,10,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,7,2,2,2,2,1,16,3,3,2,4,1490
79,2,1,18,10,1,1,7,1,,3,2,2,2,1,1,1,2,1,2,2,2,1,,1,2,,8,2,8,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,5,7,3,8,1,1455
79,1,1,12,7,1,1,3,1,,3,2,,,2,2,1,2,1,2,2,2,1,,1,2,,3,2,8,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,3,8,2,2,2,2,1,5,3,6,3,1,1455
80,1,1,22,2,2,,,,,,,,,,,,,,,,,1,,2,2,,5,1,4,,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,6,,,5,1,187
80,2,1,24,2,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,187
82,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,794
82,2,1,5,2,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,1,2,10,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,8,8,2,2,2,1,2,1,2,2,1,3,794
83,1,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,600
83,3,2,10,7,1,1,3,1,,3,2,,,1,1,2,2,1,1,2,2,1,,1,2,,2,2,12,1,2,2,2,1,1,2,1,9,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,6,7,2,2,2,2,1,17,3,4,2,5,600
83,2,2,6,7,1,1,3,1,,3,2,,,2,2,2,1,1,1,2,2,1,,1,2,,2,2,12,1,2,2,2,1,1,2,2,9,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,17,3,1,2,2,600
85,3,1,25,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,353
85,1,2,21,1,2,,,,,,,,,,,,,,,,,1,,1,2,,8,3,,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,1,2,2,18,,,8,2,353
85,2,1,23,1,1,1,9,1,,3,2,1,2,1,1,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,4,,,353
86,1,2,20,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1434
88,1,1,15,9,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,1749
91,3,2,12,1,1,1,3,1,,3,2,,,1,1,1,1,2,2,2,2,1,,1,2,,3,2,15,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,8,2,2,2,2,1,10,3,6,3,1,742
91,1,2,5,1,1,1,2,1,,4,,,,1,2,1,1,1,2,2,2,1,,1,2,,1,1,20,,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,7,1,2,2,2,2,10,2,2,1,3,742
91,2,2,8,1,1,1,3,1,,3,2,,,1,1,1,2,2,2,2,2,1,,1,2,,2,2,12,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,8,1,2,1,2,2,10,3,2,2,3,742
92,1,2,14,1,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,1,10,,1,2,1,1,1,1,1,9,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,5,7,2,2,2,2,1,24,4,2,3,3,1277
92,2,2,24,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,1277
92,3,1,26,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,1277
93,1,1,10,1,1,2,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,2,2,,2,1,20,,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,4,8,2,2,2,2,1,6,3,4,2,5,203
95,2,2,16,7,2,,,,,,,,,,,,,,,,,1,,1,2,,5,3,,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,7,1,2,1,2,2,27,,,5,1,581
95,1,2,3,4,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,581
96,1,2,7,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,27,3,1,2,2,647
97,1,2,24,10,1,1,9,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,1,2,,8,3,,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,2,1,2,32,9,4,8,5,680
97,2,1,29,3,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,680
99,3,1,23,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
99,2,2,19,3,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
99,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,1012
100,3,1,21,10,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,2178
100,2,2,17,7,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,2178
100,1,1,14,7,1,1,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,3,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,9,2,2,2,2,1,11,4,2,3,3,2178
103,1,1,20,1,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,1,20,,1,9,9,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,32,9,1,8,2,257
106,2,1,11,1,1,1,3,1,,3,2,,,1,1,2,2,1,1,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,8,1,1,2,2,2,7,3,5,2,6,1375
106,1,2,5,1,1,1,2,1,,4,,,,2,1,2,2,1,2,2,2,1,,1,2,,1,1,15,,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,8,2,2,2,2,1,7,2,2,1,3,1375
110,1,1,29,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2992
114,1,1,15,1,1,1,4,1,,3,2,2,2,1,2,1,1,1,1,2,2,1,,1,2,,5,3,,1,9,1,9,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,7,4,3,5,1,1379
115,1,1,8,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,16,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,20,7,2,2,1,2,2,19,3,2,2,3,2546
115,2,2,15,2,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,6,1,20,,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,19,4,3,6,1,2546
116,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,221
118,1,2,11,7,1,1,3,1,,3,2,,,1,2,1,1,1,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,15,7,1,2,2,2,2,4,3,6,3,1,246
119,2,1,14,6,1,1,4,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,3,1,8,,1,2,2,1,1,9,9,9,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,7,2,2,2,2,1,12,4,1,3,2,859
119,1,1,7,6,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,859
124,1,1,5,6,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,1,2,8,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,0,7,2,2,2,2,1,25,2,2,1,3,2259
124,2,1,6,6,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,2,2,8,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,5,7,2,2,2,2,1,25,2,3,2,1,2259
124,3,1,12,1,1,1,3,1,,3,1,,,1,1,1,2,1,2,2,2,1,,1,2,,3,2,8,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,5,7,1,2,1,2,2,25,3,6,3,1,2259
124,4,1,23,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,2259
125,1,2,8,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,2,8,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,20,7,2,2,2,2,1,21,3,2,2,3,1745
125,2,2,19,1,1,1,6,1,,3,2,2,2,1,1,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,1,,,1745
127,5,2,29,8,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,541
127,3,2,23,10,2,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,541
127,4,1,28,3,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,541
127,2,1,4,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,20,,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,7,2,2,2,2,1,6,,,1,2,541
127,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,541
128,1,1,9,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,12,7,1,2,2,2,2,12,3,3,2,4,1328
128,2,2,10,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,6,7,1,2,2,2,2,12,3,4,2,5,1328
129,3,2,23,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,6465
129,2,1,14,1,1,1,4,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,3,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,30,4,2,3,3,6465
129,1,1,12,1,1,1,3,1,,3,2,,,1,2,1,1,1,2,2,2,1,,1,2,,3,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,30,3,6,3,1,6465
130,1,1,23,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,963
131,1,2,19,1,2,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,410
132,3,1,20,6,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,882
132,4,1,24,6,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,882
132,2,2,14,6,1,1,4,1,,3,1,2,2,1,1,1,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,12,4,2,3,3,882
132,1,1,9,6,1,1,3,1,,3,2,,,1,1,1,2,1,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,7,2,2,2,2,1,12,3,3,2,4,882
133,1,1,9,2,1,2,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,2,2,,2,1,20,,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,24,3,3,2,4,987
133,2,1,13,2,1,2,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,2,2,,3,1,20,,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,24,4,2,3,3,987
134,1,2,23,1,1,2,9,1,,3,2,2,2,1,1,1,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,5,,,1040
134,2,1,27,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,1040
135,2,1,9,4,1,1,3,1,,3,2,,,2,2,1,1,1,2,2,2,1,,1,2,,2,1,8,,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,7,2,2,2,2,1,11,3,3,2,4,5303
135,3,1,22,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,5303
135,1,2,7,4,1,1,3,1,,3,2,,,2,2,1,1,1,2,2,2,1,,1,2,,2,1,8,,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,11,3,1,2,2,5303
135,4,2,26,7,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,5303
138,2,2,29,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,3500
138,1,1,29,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,3500
139,1,2,6,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,5,2,1,2,2,2,11,2,3,2,1,3664
139,3,1,12,1,1,1,4,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,3,2,12,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,4,2,2,2,2,1,11,4,1,3,2,3664
139,2,1,11,1,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,2,12,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,4,2,2,2,2,1,11,3,5,2,6,3664
139,4,1,17,1,1,1,6,1,,3,2,2,2,1,1,2,2,1,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,2,,,3664
146,2,1,18,1,1,1,6,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,8,3,,3,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,27,6,3,8,1,602
146,1,1,4,1,1,1,2,1,,4,,,,1,1,2,2,2,2,2,2,1,,1,2,,1,3,,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,14,7,2,2,2,2,1,27,2,2,1,3,602
147,1,2,13,1,1,1,4,1,,3,2,2,2,1,2,1,2,1,2,2,2,1,,1,2,,3,2,5,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,10,7,1,1,2,2,2,3,4,1,3,2,274
149,1,1,4,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,20,,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,15,,,1,2,4507
149,2,2,6,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,2,1,20,,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,15,2,3,2,1,4507
150,2,2,24,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,739
150,1,2,17,1,1,1,6,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,1,2,,5,2,10,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,24,6,1,5,2,739
151,2,1,25,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,216
151,1,1,15,1,1,1,4,1,,3,2,1,2,1,1,1,2,2,2,2,2,1,,1,2,,3,2,8,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,6,2,2,2,2,1,6,4,2,3,3,216
153,2,2,26,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1060
153,1,2,21,1,2,,,,,,,,,,,,,,,,,1,,2,2,,8,2,2,1,1,2,1,1,1,1,1,9,1,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,1,26,,,8,1,1060
157,1,2,27,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,662
162,2,2,24,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,714
162,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,714
163,1,1,20,1,1,1,6,1,,3,2,2,2,1,1,2,2,1,2,2,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,3,,,6005
163,2,2,21,1,2,,,,,,,,,,,,,,,,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6005
164,4,2,20,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,451
164,2,2,12,1,1,1,3,1,,3,1,,,2,2,2,2,1,2,2,2,1,,1,2,,3,2,12,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,5,7,1,2,2,2,2,29,3,6,3,1,451
164,3,1,17,1,1,1,6,1,,3,2,2,2,1,2,2,2,1,2,2,2,1,,1,2,,5,3,,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,29,6,1,5,3,451
164,1,1,6,1,1,1,3,1,,3,2,,,2,2,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,10,7,1,2,1,2,2,29,3,1,2,2,451
165,1,1,16,1,1,2,6,1,,3,2,2,2,1,1,1,2,2,2,2,2,1,,2,2,,5,2,10,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,5,8,2,2,2,2,1,29,6,1,5,2,227
165,2,1,20,1,1,2,9,1,,3,2,2,2,1,1,1,2,2,2,2,2,1,,2,2,,8,2,12,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,29,9,2,8,3,227
168,1,1,19,10,1,1,9,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,8,3,,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,3,9,1,8,2,237
171,1,1,16,1,2,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1353
172,1,1,29,7,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,862
174,4,1,16,2,1,1,4,1,,3,2,2,2,1,2,2,2,1,1,2,2,1,,1,2,,5,3,,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,13,4,3,5,1,1602
174,2,2,13,2,1,1,4,1,,3,2,2,2,1,2,2,2,1,1,2,2,1,,1,2,,3,1,20,,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,13,4,1,3,2,1602
174,3,1,14,2,1,1,4,1,,3,2,2,2,1,1,2,2,1,1,2,2,1,,1,2,,3,3,,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,13,4,2,3,3,1602
174,1,1,11,2,1,1,3,1,,3,2,,,1,2,2,2,1,1,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,13,3,5,2,6,1602
175,2,1,23,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6769
175,3,2,25,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6769
175,1,2,21,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6769
177,1,1,8,2,1,2,3,1,,3,2,,,1,1,1,1,1,2,2,2,1,,2,2,,2,2,8,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,20,7,2,2,2,2,1,20,3,2,2,3,263
178,1,2,27,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,4268
179,1,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,2828
